wavelet_based_(co)spectra
--------------------------------------------------------------
TIMESTAMP_START = 2022-05-14 12:30:00
TIMESTAMP_END = 2022-05-14 12:59:59.950000
N: 648000
TIME_BUFFER (applied both in front and after) [min] = 1215.0
mother_wavelet -> dwt ~
acquisition_frequency [Hz] = 20.0
averaging_interval = 30min
value -> wavelet_reconstructed or quality control/statistics
natural_frequency -> The upper frequency of the frequency band which the data is accounted to
natural_frequency,variable,value
7.62939453125e-05,w,-0.0015852172287552891
0.000152587890625,w,0.0006820104905449664
0.00030517578125,w,0.0005244203855989875
0.0006103515625,w,-0.00023228503097536384
0.001220703125,w,0.0016232941196867101
0.00244140625,w,-0.0008463176153745547
0.0048828125,w,-0.0010112672586005417
0.009765625,w,0.0012669613489429375
0.01953125,w,-0.0003963907815081058
0.0390625,w,-0.00038801212843358345
0.078125,w,0.00022810516791059443
0.15625,w,3.606344413951508e-05
0.3125,w,1.053938803572654e-05
0.625,w,7.049177832361735e-05
1.25,w,-6.52022009613233e-07
2.5,w,7.238843005182199e-06
5.0,w,3.7884639609383778e-06
10.0,w,-5.383770698550349e-07
7.62939453125e-05,w_qc,1.0
0.000152587890625,w_qc,1.0
0.00030517578125,w_qc,1.0
0.0006103515625,w_qc,1.0
0.001220703125,w_qc,1.0
0.00244140625,w_qc,1.0
0.0048828125,w_qc,1.0
0.009765625,w_qc,1.0
0.01953125,w_qc,1.0
0.0390625,w_qc,1.0
0.078125,w_qc,1.0
0.15625,w_qc,1.0
0.3125,w_qc,1.0
0.625,w_qc,1.0
1.25,w_qc,1.0
2.5,w_qc,1.0
5.0,w_qc,1.0
10.0,w_qc,1.0
7.62939453125e-05,co2,400.3400274596625
0.000152587890625,co2,0.2269119716570627
0.00030517578125,co2,0.27725378333484807
0.0006103515625,co2,0.1048730234064768
0.001220703125,co2,-0.15091728365588927
0.00244140625,co2,0.012371937705940372
0.0048828125,co2,0.013140819364174846
0.009765625,co2,-0.04388823998082902
0.01953125,co2,0.005664082077420087
0.0390625,co2,-0.007446069166350286
0.078125,co2,-0.0009624550552207754
0.15625,co2,-0.0010657030436097932
0.3125,co2,-8.559684043968224e-05
0.625,co2,-7.457156686939028e-05
1.25,co2,-9.458231736895952e-05
2.5,co2,3.504418640290009e-05
5.0,co2,4.4231384308423886e-06
10.0,co2,-9.369530391857683e-07
7.62939453125e-05,co2_qc,0.9997777777777778
0.000152587890625,co2_qc,0.9997777777777778
0.00030517578125,co2_qc,0.9997777777777778
0.0006103515625,co2_qc,0.9997777777777778
0.001220703125,co2_qc,0.9997777777777778
0.00244140625,co2_qc,0.9997777777777778
0.0048828125,co2_qc,0.9997777777777778
0.009765625,co2_qc,0.9997777777777778
0.01953125,co2_qc,0.9997777777777778
0.0390625,co2_qc,0.9997777777777778
0.078125,co2_qc,0.9997777777777778
0.15625,co2_qc,0.9997777777777778
0.3125,co2_qc,0.9997777777777778
0.625,co2_qc,0.9997777777777778
1.25,co2_qc,0.9997777777777778
2.5,co2_qc,0.9997777777777778
5.0,co2_qc,0.9997777777777778
10.0,co2_qc,0.9997777777777778
7.62939453125e-05,h2o,10.717759974412974
0.000152587890625,h2o,-0.055015031848834266
0.00030517578125,h2o,0.04432196984171192
0.0006103515625,h2o,-0.024387933535310685
0.001220703125,h2o,0.05392614826640461
0.00244140625,h2o,-0.013197910035290868
0.0048828125,h2o,-0.0038523793384391976
0.009765625,h2o,0.009077933435506898
0.01953125,h2o,-0.001712644039595387
0.0390625,h2o,0.001619260291734684
0.078125,h2o,-0.00018823872811675954
0.15625,h2o,0.00012328783270699353
0.3125,h2o,2.4517340998661917e-05
0.625,h2o,-3.092347420333941e-05
1.25,h2o,3.4762889469037846e-06
2.5,h2o,-8.773154137243033e-07
5.0,h2o,-1.5661841995149492e-07
10.0,h2o,-4.966616207437916e-08
7.62939453125e-05,h2o_qc,0.9998055555555555
0.000152587890625,h2o_qc,0.9998055555555555
0.00030517578125,h2o_qc,0.9998055555555555
0.0006103515625,h2o_qc,0.9998055555555555
0.001220703125,h2o_qc,0.9998055555555555
0.00244140625,h2o_qc,0.9998055555555555
0.0048828125,h2o_qc,0.9998055555555555
0.009765625,h2o_qc,0.9998055555555555
0.01953125,h2o_qc,0.9998055555555555
0.0390625,h2o_qc,0.9998055555555555
0.078125,h2o_qc,0.9998055555555555
0.15625,h2o_qc,0.9998055555555555
0.3125,h2o_qc,0.9998055555555555
0.625,h2o_qc,0.9998055555555555
1.25,h2o_qc,0.9998055555555555
2.5,h2o_qc,0.9998055555555555
5.0,h2o_qc,0.9998055555555555
10.0,h2o_qc,0.9998055555555555
7.62939453125e-05,wco2,-0.6346259007406748
0.000152587890625,wco2,-0.00014470874514799738
0.00030517578125,wco2,0.0008187865903366801
0.0006103515625,wco2,-0.005210806578223842
0.001220703125,wco2,-0.00368965618023793
0.00244140625,wco2,0.0009596305584351333
0.0048828125,wco2,-0.0219215383658495
0.009765625,wco2,-0.013226179589025814
0.01953125,wco2,-0.10000591357431882
0.0390625,wco2,-0.1267433444270322
0.078125,wco2,-0.09105077677384947
0.15625,wco2,-0.08729797302149046
0.3125,wco2,-0.05788456666328126
0.625,wco2,-0.038048565242871646
1.25,wco2,-0.0055216812611101505
2.5,wco2,0.004516168712327508
5.0,wco2,0.0013412989789174001
10.0,wco2,-0.0002009991271232064
7.62939453125e-05,wh2o,-0.016990034732286496
0.000152587890625,wh2o,-0.0001021924155578496
0.00030517578125,wh2o,-1.9867751866505163e-05
0.0006103515625,wh2o,0.002008296214144881
0.001220703125,wh2o,0.0020213051734602047
0.00244140625,wh2o,-0.00024044537796778822
0.0048828125,wh2o,0.004192416253569902
