wavelet_based_(co)spectra
--------------------------------------------------------------
TIMESTAMP_START = 2022-05-14 07:30:00
TIMESTAMP_END = 2022-05-14 07:59:59.950000
N: 648000
TIME_BUFFER (applied both in front and after) [min] = 1215.0
mother_wavelet -> dwt ~
acquisition_frequency [Hz] = 20.0
averaging_interval = 30min
value -> wavelet_reconstructed or quality control/statistics
natural_frequency -> The upper frequency of the frequency band which the data is accounted to
natural_frequency,variable,value
7.62939453125e-05,w,-0.000841153560370604
0.000152587890625,w,0.0022198812470936484
0.00030517578125,w,-0.009752270657463494
0.0006103515625,w,0.0019028759440380511
0.001220703125,w,0.007648281067712176
0.00244140625,w,-0.0016609530835459377
0.0048828125,w,0.0014571227662948025
0.009765625,w,1.9876853392489817e-05
0.01953125,w,-0.0004785867812228056
0.0390625,w,-0.0004791816254340155
0.078125,w,-6.073628770801602e-05
0.15625,w,6.84557312899075e-05
0.3125,w,-2.3052196480119327e-05
0.625,w,-1.404903881128106e-05
1.25,w,-1.7457096586787376e-06
2.5,w,-1.6917657291929098e-06
5.0,w,-2.7832442152219927e-07
10.0,w,2.552747444055048e-07
7.62939453125e-05,w_qc,1.0
0.000152587890625,w_qc,1.0
0.00030517578125,w_qc,1.0
0.0006103515625,w_qc,1.0
0.001220703125,w_qc,1.0
0.00244140625,w_qc,1.0
0.0048828125,w_qc,1.0
0.009765625,w_qc,1.0
0.01953125,w_qc,1.0
0.0390625,w_qc,1.0
0.078125,w_qc,1.0
0.15625,w_qc,1.0
0.3125,w_qc,1.0
0.625,w_qc,1.0
1.25,w_qc,1.0
2.5,w_qc,1.0
5.0,w_qc,1.0
10.0,w_qc,1.0
7.62939453125e-05,co2,447.9414615232119
0.000152587890625,co2,-1.6291357274438965
0.00030517578125,co2,-3.220494277496492
0.0006103515625,co2,-1.4634792296846515
0.001220703125,co2,-0.09939835527823973
0.00244140625,co2,-0.019551705425948692
0.0048828125,co2,-0.165542143042712
0.009765625,co2,0.006486353109661179
0.01953125,co2,0.00392409187970369
0.0390625,co2,0.018556857251556494
0.078125,co2,-0.0014542271276676395
0.15625,co2,-0.001883862666475922
0.3125,co2,0.00012483853580433514
0.625,co2,0.00019538810348623765
1.25,co2,-1.0579130582677988e-05
2.5,co2,4.340677287327177e-06
5.0,co2,-7.819894239389672e-07
10.0,co2,1.7951715788679775e-06
7.62939453125e-05,co2_qc,0.9997777777777778
0.000152587890625,co2_qc,0.9997777777777778
0.00030517578125,co2_qc,0.9997777777777778
0.0006103515625,co2_qc,0.9997777777777778
0.001220703125,co2_qc,0.9997777777777778
0.00244140625,co2_qc,0.9997777777777778
0.0048828125,co2_qc,0.9997777777777778
0.009765625,co2_qc,0.9997777777777778
0.01953125,co2_qc,0.9997777777777778
0.0390625,co2_qc,0.9997777777777778
0.078125,co2_qc,0.9997777777777778
0.15625,co2_qc,0.9997777777777778
0.3125,co2_qc,0.9997777777777778
0.625,co2_qc,0.9997777777777778
1.25,co2_qc,0.9997777777777778
2.5,co2_qc,0.9997777777777778
5.0,co2_qc,0.9997777777777778
10.0,co2_qc,0.9997777777777778
7.62939453125e-05,h2o,10.085149085117804
0.000152587890625,h2o,0.39522160687432956
0.00030517578125,h2o,-0.087820623066029
0.0006103515625,h2o,0.0036034687369343363
0.001220703125,h2o,0.0010607652886497996
0.00244140625,h2o,-0.0004786377091510602
0.0048828125,h2o,0.0025346612499925797
0.009765625,h2o,0.0016400992010435144
0.01953125,h2o,-0.0005384852301588858
0.0390625,h2o,-0.0003404163958941257
0.078125,h2o,0.0001547004807328334
0.15625,h2o,3.212649049347104e-05
0.3125,h2o,-1.4300125006446352e-06
0.625,h2o,1.556576318253456e-06
1.25,h2o,-9.664431822685827e-09
2.5,h2o,-2.50491781789952e-08
5.0,h2o,5.717397432347145e-08
10.0,h2o,-3.182071551912085e-08
7.62939453125e-05,h2o_qc,0.9996111111111111
0.000152587890625,h2o_qc,0.9996111111111111
0.00030517578125,h2o_qc,0.9996111111111111
0.0006103515625,h2o_qc,0.9996111111111111
0.001220703125,h2o_qc,0.9996111111111111
0.00244140625,h2o_qc,0.9996111111111111
0.0048828125,h2o_qc,0.9996111111111111
0.009765625,h2o_qc,0.9996111111111111
0.01953125,h2o_qc,0.9996111111111111
0.0390625,h2o_qc,0.9996111111111111
0.078125,h2o_qc,0.9996111111111111
0.15625,h2o_qc,0.9996111111111111
0.3125,h2o_qc,0.9996111111111111
0.625,h2o_qc,0.9996111111111111
1.25,h2o_qc,0.9996111111111111
2.5,h2o_qc,0.9996111111111111
5.0,h2o_qc,0.9996111111111111
10.0,h2o_qc,0.9996111111111111
7.62939453125e-05,wco2,-0.3793237361211501
0.000152587890625,wco2,-0.003532557186101006
0.00030517578125,wco2,0.04004261377524185
0.0006103515625,wco2,-0.0380067664573236
0.001220703125,wco2,0.002035120516806251
0.00244140625,wco2,0.10206599086777945
0.0048828125,wco2,-0.03040007468037086
0.009765625,wco2,-0.03205523049599358
0.01953125,wco2,-0.038855996493254386
0.0390625,wco2,-0.05861889828707135
0.078125,wco2,-0.030651518145719984
0.15625,wco2,-0.024010412492857455
0.3125,wco2,-0.010795987361563338
0.625,wco2,-0.00246755034501774
1.25,wco2,0.0007631790214384551
2.5,wco2,-5.561429814840572e-05
5.0,wco2,-2.8346598783758338e-05
10.0,wco2,-1.2207198303009024e-07
7.62939453125e-05,wh2o,-0.008412442702376923
0.000152587890625,wh2o,0.0008966501431292677
0.00030517578125,wh2o,0.0010331844729992163
0.0006103515625,wh2o,0.0034368529896909826
0.001220703125,wh2o,0.0006778546621553247
0.00244140625,wh2o,-0.0005718780526804915
0.0048828125,wh2o,0.0004179872931816255
0.009765625,wh2o,0.0024961547998410424
0.01953125,wh2o,0.0015883313317583705
0.0390625,wh2o,0.002812083871536351
0.078125,wh2o,0.0009662192870368455
0.15625,wh2o,0.0005540591536437384
0.3125,wh2o,0.0001278976077995602
0.625,wh2o,3.295537238657314e-05
1.25,wh2o,-4.9213367076984634e-06
2.5,wh2o,6.302223213774904e-07
5.0,wh2o,4.976719850180618e-07
10.0,wh2o,-7.0367942069784225e-09
7.62939453125e-05,wco2-wh2o+,0.0
0.000152587890625,wco2-wh2o+,-0.003532557186101006
0.00030517578125,wco2-wh2o+,0.0
0.0006103515625,wco2-wh2o+,-0.043031673646182475
0.001220703125,wco2-wh2o+,-0.00436720317961704
0.00244140625,wco2-wh2o+,-0.012300070507514888
0.0048828125,wco2-wh2o+,-0.042049460868728274
0.009765625,wco2-wh2o+,-0.03216525316564416
0.01953125,wco2-wh2o+,-0.04115212898590773
0.0390625,wco2-wh2o+,-0.06669415075542799
0.078125,wco2-wh2o+,-0.03136933583073535
0.15625,wco2-wh2o+,-0.02810414740250701
0.3125,wco2-wh2o+,-0.01453178631116477
0.625,wco2-wh2o+,-0.006240309856771199
1.25,wco2-wh2o+,-0.0021506896806772367
2.5,wco2-wh2o+,-0.0008568102216001751
5.0,wco2-wh2o+,-0.00033281935863534645
10.0,wco2-wh2o+,-0.0001283225949500245
7.62939453125e-05,wco2+wh2o+,0.0003726921647976835
0.000152587890625,wco2+wh2o+,0.0
0.00030517578125,wco2+wh2o+,0.03999958635153097
0.0006103515625,wco2+wh2o+,0.005997124467108985
0.001220703125,wco2+wh2o+,0.0022728202643801363
0.00244140625,wco2+wh2o+,0.002553364904083984
0.0048828125,wco2+wh2o+,0.0038157768450624296
0.009765625,wco2+wh2o+,0.00613163239592585
0.01953125,wco2+wh2o+,0.000769116977557954
0.0390625,wco2+wh2o+,0.002010406420294529
0.078125,wco2+wh2o+,0.002316017101172123
0.15625,wco2+wh2o+,0.0019196280453626258
0.3125,wco2+wh2o+,0.001333933550315065
0.625,wco2+wh2o+,0.0007780058054274365
1.25,wco2+wh2o+,0.0006696491963327059
2.5,wco2+wh2o+,0.0008717704112421465
5.0,wco2+wh2o+,0.0003529857911996388
10.0,wco2+wh2o+,0.00012744901074332612
7.62939453125e-05,wco2-wh2o-,-0.3796964282859478
0.000152587890625,wco2-wh2o-,0.0
0.00030517578125,wco2-wh2o-,-6.430652177221371e-11
0.0006103515625,wco2-wh2o-,-0.0009722224255799539
0.001220703125,wco2-wh2o-,-0.0002607077689312882
0.00244140625,wco2-wh2o-,-0.0001919900651322858
0.0048828125,wco2-wh2o-,-0.006607897173664912
0.009765625,wco2-wh2o-,-0.010710613617468957
0.01953125,wco2-wh2o-,-0.0036032268964688637
0.0390625,wco2-wh2o-,-0.0025920076738768748
0.078125,wco2-wh2o-,-0.006842673546924327
0.15625,wco2-wh2o-,-0.0031207386374838475
0.3125,wco2-wh2o-,-0.0033311302234534487
0.625,wco2-wh2o-,-0.0007608248557719741
1.25,wco2-wh2o-,-0.0006196064116985078
2.5,wco2-wh2o-,-0.0008107678988663657
5.0,wco2-wh2o-,-0.0003560268592140242
10.0,wco2-wh2o-,-0.00012377818032154576
7.62939453125e-05,wco2+wh2o-,0.0
0.000152587890625,wco2+wh2o-,0.0
0.00030517578125,wco2+wh2o-,4.302748801740966e-05
0.0006103515625,wco2+wh2o-,5.1473298445170596e-09
0.001220703125,wco2+wh2o-,0.004390211200974443
0.00244140625,wco2+wh2o-,0.11200468653634264
0.0048828125,wco2+wh2o-,0.01444150651695989
